year,month,day,hour,power
2012,2,2,00,707482.0
2012,2,2,1,539390.0
2012,2,2,2,443214.0
2012,2,2,3,427738.0
2012,2,2,4,407621.0
2012,2,2,5,397920.0
2012,2,2,6,418554.0
2012,2,2,7,488760.0
2012,2,2,8,590899.0
2012,2,2,9,638079.0
2012,2,2,10,768120.0
2012,2,2,11,847438.0
2012,2,2,12,866476.0
2012,2,2,13,887655.0
2012,2,2,14,918545.0
2012,2,2,15,899691.0
2012,2,2,16,899795.0
2012,2,2,17,911128.0
2012,2,2,18,927807.0
2012,2,2,19,999966.0
2012,2,2,20,1013479.0
2012,2,2,21,970674.0
2012,2,2,22,917848.0
2012,2,2,23,844575.0
2012,2,3,00,698396.0
2012,2,3,1,536825.0
2012,2,3,2,442242.0
2012,2,3,3,421698.0
2012,2,3,4,403846.0
2012,2,3,5,386754.0
2012,2,3,6,405878.0
2012,2,3,7,472390.0
2012,2,3,8,577467.0
2012,2,3,9,625380.0
2012,2,3,10,757535.0
2012,2,3,11,838787.0
2012,2,3,12,863769.0
2012,2,3,13,882494.0
2012,2,3,14,895505.0
2012,2,3,15,907391.0
2012,2,3,16,912530.0
2012,2,3,17,920731.0
2012,2,3,18,9557.0
2012,2,3,19,998360.0
2012,2,3,20,1026672.0
2012,2,3,21,974282.0
2012,2,3,22,926377.0
2012,2,3,23,860702.0
2012,2,4,00,741754.0
2012,2,4,1,564926.0
2012,2,4,2,471537.0
2012,2,4,3,438925.0
2012,2,4,4,398947.0
2012,2,4,5,373147.0
2012,2,4,6,393707.0
2012,2,4,7,467295.0
2012,2,4,8,556440.0
2012,2,4,9,602491.0
2012,2,4,10,758149.0
2012,2,4,11,847484.0
2012,2,4,12,885323.0
2012,2,4,13,888209.0
2012,2,4,14,879254.0
2012,2,4,15,873595.0
2012,2,4,16,871477.0
2012,2,4,17,897094.0
2012,2,4,18,903187.0
2012,2,4,19,977595.0
2012,2,4,20,995104.0
2012,2,4,21,963605.0
2012,2,4,22,9211.0
2012,2,4,23,855488.0
2012,2,5,00,734724.0
2012,2,5,1,562642.0
2012,2,5,2,466759.0
2012,2,5,3,443864.0
2012,2,5,4,407415.0
2012,2,5,5,369727.0
2012,2,5,6,393219.0
2012,2,5,7,465294.0
2012,2,5,8,552204.0
2012,2,5,9,586981.0
2012,2,5,10,743083.0
2012,2,5,11,8362.0
2012,2,5,12,873062.0
